"","dataset","provider","group","year","cntry","npts","clusterID","provider_col","npts_gp","npts_class","npts_cex","recent","X","Y","recs"
"487","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",41,2021,"Scotland",1,"345","#6a3d9a","[0,2)","1",7,1,-4.24522,56.244796,"(1 record)"
"488","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",51,2021,"Scotland",51,"400","#6a3d9a","[50,100)","[50,100)",28,1,-4.3602244010618,56.2240699004953,"(51 records)"
"489","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",58,2021,"Scotland",96,"421","#6a3d9a","[50,100)","[50,100)",28,1,-3.68175716592698,56.3260544625404,"(96 records)"
"490","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",62,2021,"Scotland",99,"439","#6a3d9a","[50,100)","[50,100)",28,1,-4.43009064885818,56.4259113625003,"(99 records)"
"491","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",66,2021,"Scotland",80,"449","#6a3d9a","[50,100)","[50,100)",28,1,-3.4681125472052,56.4572099052664,"(80 records)"
"492","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",69,2021,"Scotland",34,"458","#6a3d9a","[5,50)","[5,50)",21,1,-3.84804061351722,56.1426269086644,"(34 records)"
"493","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",70,2021,"Scotland",33,"469","#6a3d9a","[5,50)","[5,50)",21,1,-4.55032076089454,56.4082390598697,"(33 records)"
"494","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",72,2021,"Scotland",34,"476","#6a3d9a","[5,50)","[5,50)",21,1,-3.98159641378506,56.1363272450364,"(34 records)"
"495","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",74,2021,"Scotland",69,"482","#6a3d9a","[50,100)","[50,100)",28,1,-4.65139602711011,56.4097730344616,"(69 records)"
"496","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",76,2021,"Scotland",18,"488","#6a3d9a","[5,50)","[5,50)",21,1,-4.01314215558357,56.1443980736552,"(18 records)"
"497","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",89,2021,"Scotland",10,"520","#6a3d9a","[5,50)","[5,50)",21,1,-2.89325635874716,56.4820628740363,"(10 records)"
"498","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",103,2021,"Scotland",122,"39","#6a3d9a","[100,500)","[100,500)",35,1,-3.40780822416016,56.336488621991,"(122 records)"
"499","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",104,2021,"Scotland",202,"43","#6a3d9a","[100,500)","[100,500)",35,1,-3.79743336600071,56.1463068612722,"(202 records)"
"500","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",107,2021,"Scotland",50,"53","#6a3d9a","[50,100)","[50,100)",28,1,-3.25902367030574,56.7231951713759,"(50 records)"
"501","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",115,2021,"Scotland",29,"64","#6a3d9a","[5,50)","[5,50)",21,1,-3.34194114889882,56.3475575256494,"(29 records)"
"502","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",119,2021,"Scotland",196,"68","#6a3d9a","[100,500)","[100,500)",35,1,-3.41576390478118,56.3718232918628,"(196 records)"
"503","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",121,2021,"Scotland",105,"74","#6a3d9a","[100,500)","[100,500)",35,1,-3.65236074116012,56.6346202749322,"(105 records)"
"504","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",2099,2020,"Scotland",10,"199","#6a3d9a","[5,50)","[5,50)",21,0.7,-3.46847735305875,56.5932489190438,"(10 records)"
"505","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",131,2021,"Scotland",52,"95","#6a3d9a","[50,100)","[50,100)",28,1,-3.43316296878079,56.4823896027422,"(52 records)"
"506","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",5041,2020,"Scotland",1,"395","#6a3d9a","[0,2)","1",7,0.7,-3.143031,56.530663,"(1 record)"
"507","Tayside Beaver Survey 2017-18","NatureScot",84,2017,"Scotland",931,"512","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-3.48229303176436,56.4480238746755,"(931 records)"
"508","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",9,2021,"Scotland",146,"528","#6a3d9a","[100,500)","[100,500)",35,1,-3.3819152384078,56.5708977501855,"(146 records)"
"509","Tayside Beaver Survey 2017-18","NatureScot",97,2017,"Scotland",230,"536","#6a3d9a","[100,500)","[100,500)",35,0.5,-2.9515887826813,56.6090088607776,"(230 records)"
"510","Tayside Beaver Survey 2017-18","NatureScot",100,2017,"Scotland",1216,"32","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-3.8494449354746,56.6299916047934,"(1216 records)"
"511","Tayside Beaver Survey 2017-18","NatureScot",101,2017,"Scotland",2218,"35","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-3.69692974937969,56.6715022497006,"(2218 records)"
"512","Tayside Beaver Survey 2017-18","NatureScot",102,2017,"Scotland",699,"38","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-3.35469632172226,56.5300300714043,"(699 records)"
"513","Tayside Beaver Survey 2017-18","NatureScot",107,2017,"Scotland",774,"52","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-3.43099289304359,56.484666019569,"(774 records)"
"514","Tayside Beaver Survey 2017-18","NatureScot",109,2017,"Scotland",93,"54","#6a3d9a","[50,100)","[50,100)",28,0.5,-3.45039162865319,56.5352661465632,"(93 records)"
"515","Tayside Beaver Survey 2017-18","NatureScot",115,2017,"Scotland",373,"63","#6a3d9a","[100,500)","[100,500)",35,0.5,-3.65718347948941,56.3873644847977,"(373 records)"
"516","Tayside Beaver Survey 2017-18","NatureScot",146,2017,"Scotland",4,"112","#6a3d9a","[2,5)","[2,5)",14,0.5,-4.23453103326987,56.3874622697018,"(4 records)"
"517","Tayside Beaver Survey 2017-18","NatureScot",154,2017,"Scotland",3431,"125","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-3.11797163152816,56.6106783307464,"(3431 records)"
"518","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",1,2021,"Scotland",190,"19","#6a3d9a","[100,500)","[100,500)",35,1,-3.27023415090455,56.584964972402,"(190 records)"
"519","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",5,2021,"Scotland",231,"387","#6a3d9a","[100,500)","[100,500)",35,1,-3.18576881483814,56.5767583430983,"(231 records)"
"520","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",8,2021,"Scotland",10,"504","#6a3d9a","[5,50)","[5,50)",21,1,-2.9730025476301,56.6491844152774,"(10 records)"
"521","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",693,2020,"Scotland",46,"460","#6a3d9a","[5,50)","[5,50)",21,0.7,-3.71320482262967,56.6912203909095,"(46 records)"
"522","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",16,2021,"Scotland",70,"143","#6a3d9a","[50,100)","[50,100)",28,1,-3.24473881951686,56.6385673469065,"(70 records)"
"523","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",2207,2021,"Scotland",31,"215","#6a3d9a","[5,50)","[5,50)",21,1,-4.22975710562922,56.2413600554878,"(31 records)"
"524","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",21,2021,"Scotland",365,"203","#6a3d9a","[100,500)","[100,500)",35,1,-3.28415014831424,56.5512855185916,"(365 records)"
"525","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",24,2021,"Scotland",8,"235","#6a3d9a","[5,50)","[5,50)",21,1,-3.52019184134167,56.5030543809308,"(8 records)"
"526","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",3375,2021,"Scotland",10,"305","#6a3d9a","[5,50)","[5,50)",21,1,-3.23649088552634,56.4008347930823,"(10 records)"
"527","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",256,2020,"Scotland",286,"245","#6a3d9a","[100,500)","[100,500)",35,0.7,-3.3389513426298,56.5369617253186,"(286 records)"
"528","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",316,2020,"Scotland",165,"297","#6a3d9a","[100,500)","[100,500)",35,0.7,-2.90283451229118,56.589301182825,"(165 records)"
"529","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",350,2020,"Scotland",30,"312","#6a3d9a","[5,50)","[5,50)",21,0.7,-4.11957883967478,56.5259351065802,"(30 records)"
"530","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",411,2020,"Scotland",29,"347","#6a3d9a","[5,50)","[5,50)",21,0.7,-3.86205511011655,56.2560833800248,"(29 records)"
"531","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",435,2020,"Scotland",10,"359","#6a3d9a","[5,50)","[5,50)",21,0.7,-2.85942900216427,56.4218186007919,"(10 records)"
"532","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",468,2020,"Scotland",14,"373","#6a3d9a","[5,50)","[5,50)",21,0.7,-3.96838058591794,56.1568565402133,"(14 records)"
"533","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",556,2020,"Scotland",132,"412","#6a3d9a","[100,500)","[100,500)",35,0.7,-4.07249581785523,56.3841230317354,"(132 records)"
"534","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",140,2021,"Scotland",209,"107","#6a3d9a","[100,500)","[100,500)",35,1,-3.7829486846978,56.6523049653185,"(209 records)"
"535","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",701,2020,"Scotland",170,"471","#6a3d9a","[100,500)","[100,500)",35,0.7,-3.59439405225971,56.6030903449661,"(170 records)"
"536","Tayside Beaver Survey 2017-18","NatureScot",37,2017,"Scotland",335,"319","#6a3d9a","[100,500)","[100,500)",35,0.5,-3.18214871122943,56.5766603550162,"(335 records)"
"537","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",759,2020,"Scotland",177,"486","#6a3d9a","[100,500)","[100,500)",35,0.7,-3.70621269410862,56.3780246987406,"(177 records)"
"538","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",810,2020,"Scotland",34,"508","#6a3d9a","[5,50)","[5,50)",21,0.7,-3.35580638865805,56.4341399243865,"(34 records)"
"539","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",1033,2020,"Scotland",93,"40","#6a3d9a","[50,100)","[50,100)",28,0.7,-3.36480716976464,56.5762984768571,"(93 records)"
"540","Tayside Beaver Survey 2017-18","NatureScot",45,2017,"Scotland",2,"364","#6a3d9a","[2,5)","[2,5)",14,0.5,-3.69888398589977,56.1580795006621,"(2 records)"
"541","Tayside Beaver Survey 2017-18","NatureScot",46,2017,"Scotland",150,"370","#6a3d9a","[100,500)","[100,500)",35,0.5,-3.52133013405941,56.3529940667264,"(150 records)"
"542","Tayside Beaver Survey 2017-18","NatureScot",60,2017,"Scotland",240,"429","#6a3d9a","[100,500)","[100,500)",35,0.5,-3.61969987303851,56.3377670161571,"(240 records)"
"543","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",2005,2020,"Scotland",6,"193","#6a3d9a","[5,50)","[5,50)",21,0.7,-4.21781700010441,56.3813505001377,"(6 records)"
"544","Tayside Beaver Survey 2017-18","NatureScot",64,2017,"Scotland",64,"444","#6a3d9a","[50,100)","[50,100)",28,0.5,-3.70131379698505,56.3310663310937,"(64 records)"
"545","Tayside Beaver Survey 2017-18","NatureScot",73,2017,"Scotland",1135,"477","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-3.96155026620935,56.6011607514289,"(1135 records)"
"546","Tayside Beaver Survey 2017-18","NatureScot",75,2017,"Scotland",20,"483","#6a3d9a","[5,50)","[5,50)",21,0.5,-4.42904277979257,56.2270554249438,"(20 records)"
"547","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",1405,2021,"Scotland",35,"109","#6a3d9a","[5,50)","[5,50)",21,1,-3.89748951673884,56.3906191594015,"(35 records)"
"548","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",1415,2021,"Scotland",3,"111","#6a3d9a","[2,5)","[2,5)",14,1,-4.15698323770676,56.3941873289654,"(3 records)"
"549","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",1824,2021,"Scotland",62,"164","#6a3d9a","[50,100)","[50,100)",28,1,-2.99622475716606,56.6474011655344,"(62 records)"
"550","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",179,2021,"Scotland",28,"154","#6a3d9a","[5,50)","[5,50)",21,1,-3.48211618732148,56.4391359694716,"(28 records)"
"551","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",203,2021,"Scotland",696,"195","#6a3d9a","[500,1e+04]","[500,1e+04]",42,1,-3.33739291061578,56.5806817777672,"(696 records)"
"552","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",220,2021,"Scotland",226,"213","#6a3d9a","[100,500)","[100,500)",35,1,-3.43046112018399,56.5480725519438,"(226 records)"
"553","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",251,2021,"Scotland",71,"241","#6a3d9a","[50,100)","[50,100)",28,1,-4.14047787351353,56.1403725627094,"(71 records)"
"554","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",253,2021,"Scotland",113,"243","#6a3d9a","[100,500)","[100,500)",35,1,-3.10883357642245,56.4461601095828,"(113 records)"
"555","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",309,2021,"Scotland",147,"288","#6a3d9a","[100,500)","[100,500)",35,1,-3.03399547797713,56.6732400933464,"(147 records)"
"556","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",406,2021,"Scotland",9,"339","#6a3d9a","[5,50)","[5,50)",21,1,-3.74153589184438,56.263063001119,"(9 records)"
"557","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",431,2021,"Scotland",26,"357","#6a3d9a","[5,50)","[5,50)",21,1,-4.35779355672573,56.4467328396459,"(26 records)"
"558","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",882,2021,"Scotland",3,"517","#6a3d9a","[2,5)","[2,5)",14,1,-3.53679731912357,56.3351846716514,"(3 records)"
"559","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",1254,2021,"Scotland",25,"80","#6a3d9a","[5,50)","[5,50)",21,1,-4.19461264995803,56.139767106614,"(25 records)"
"560","Tayside Beaver Survey 2017-18","NatureScot",13,2017,"Scotland",59,"91","#6a3d9a","[50,100)","[50,100)",28,0.5,-3.83519108352729,56.3477273433805,"(59 records)"
"561","Tayside Beaver Survey 2017-18","NatureScot",16,2017,"Scotland",571,"141","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-3.56504994889652,56.5684770629549,"(571 records)"
"562","Tayside Beaver Survey 2017-18","NatureScot",34,2017,"Scotland",38,"308","#6a3d9a","[5,50)","[5,50)",21,0.5,-3.21544150114843,56.5632565793754,"(38 records)"
"563","Tayside Beaver Survey 2017-18","NatureScot",1,2017,"Scotland",3,"17","#6a3d9a","[2,5)","[2,5)",14,0.5,-3.42209733264111,56.3900043347749,"(3 records)"
"564","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",2851,2021,"Scotland",1,"264","#6a3d9a","[0,2)","1",7,1,-4.284303,56.180955,"(1 record)"
"565","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",2859,2021,"Scotland",21,"265","#6a3d9a","[5,50)","[5,50)",21,1,-4.38547521973724,56.2152072468553,"(21 records)"
"566","Survey of the Tayside Area Beaver Population, 2020-2021","NatureScot",6,2019,"Scotland",4,"428","#6a3d9a","[2,5)","[2,5)",14,0.6,-4.5062894607157,56.0590580584368,"(4 records)"
"567","Tayside Beaver Survey 2017-18","NatureScot",44,2017,"Scotland",1,"360","#6a3d9a","[0,2)","1",7,0.5,-4.15831,56.137566,"(1 record)"
"568","Tayside Beaver Survey 2017-18","NatureScot",8,2017,"Scotland",26,"503","#6a3d9a","[5,50)","[5,50)",21,0.5,-3.30736147478239,56.3542229731178,"(26 records)"
"569","Survey of distribution of beavers in Tayside in 2012","NatureScot",39,2012,"Scotland",68,"323","#6a3d9a","[50,100)","[50,100)",28,0.3,-3.30336371627114,56.5461307657385,"(68 records)"
"570","Survey of distribution of beavers in Tayside in 2012","NatureScot",40,2012,"Scotland",105,"337","#6a3d9a","[100,500)","[100,500)",35,0.3,-3.133958502483,56.6173837077495,"(105 records)"
"571","Tayside Beaver Survey 2017-18","NatureScot",61,2017,"Scotland",663,"432","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-4.40361105531999,56.4328353545135,"(663 records)"
"572","Tayside Beaver Survey 2017-18","NatureScot",38,2017,"Scotland",45,"320","#6a3d9a","[5,50)","[5,50)",21,0.5,-4.28566861297214,56.5976712346311,"(45 records)"
"573","Tayside Beaver Survey 2017-18","NatureScot",41,2017,"Scotland",575,"344","#6a3d9a","[500,1e+04]","[500,1e+04]",42,0.5,-4.30651426127426,56.468999810151,"(575 records)"
"574","Scottish Beaver Trial observations, Knapdale, 2009-2014","Scottish Beavers",1,2009,"Scotland",268,"20","#ffff99","[100,500)","[100,500)",35,0.3,-5.55087795936475,56.0560687871785,"(268 records)"
"575","Scottish Beaver Trial observations, Knapdale, 2009-2014","Scottish Beavers",1,2013,"Scotland",393,"24","#ffff99","[100,500)","[100,500)",35,0.3,-5.54842960138467,56.052991074322,"(393 records)"
"576","Scottish Beaver Trial observations, Knapdale, 2009-2014","Scottish Beavers",1,2010,"Scotland",1347,"21","#ffff99","[500,1e+04]","[500,1e+04]",42,0.3,-5.5470776489949,56.0538441210369,"(1347 records)"
"577","Scottish Beaver Trial observations, Knapdale, 2009-2014","Scottish Beavers",1,2011,"Scotland",823,"22","#ffff99","[500,1e+04]","[500,1e+04]",42,0.3,-5.54714234922817,56.0534113064912,"(823 records)"
"578","Scottish Beaver Trial observations, Knapdale, 2009-2014","Scottish Beavers",1,2012,"Scotland",373,"23","#ffff99","[100,500)","[100,500)",35,0.3,-5.54920602369712,56.0530606493277,"(373 records)"
"579","UK Roadkill Records","The Road Lab UK",21,2019,"Scotland",1,"204","#b15928","[0,2)","1",7,0.6,-3.715205,56.674927,"(1 record)"
"580","UK Roadkill Records","The Road Lab UK",9,2019,"Scotland",1,"529","#b15928","[0,2)","1",7,0.6,-3.873853,56.582784,"(1 record)"
"581","UK Roadkill Records","The Road Lab UK",101,2017,"Scotland",1,"36","#b15928","[0,2)","1",7,0.5,-3.715205,56.674927,"(1 record)"
"582","Glen Finglas Species  Records","The Woodland Trust",27,2016,"Scotland",1,"256","#a6cee3","[0,2)","1",7,0.3,-4.377606,56.227376,"(1 record)"
